order_id,order_date,unit_cost,price,quantity,cogs,sales,profit,channel,promotion_name,product_name,manufacturer,sub_category,category,region,city,country,calculated_profit,cost_ratio,profit_margin,profit_per_order,year,month,quarter
7077,2017-09-13,76.0949677462088,304.0,9,684.8547097158792,2714.72,2029.8652902841206,Store,European Spring Promotion,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,Moscow,Russia,2029.8652902841206,0.2522745291285581,0.7477254708714419,225.54058780934673,2017,2017-09,2017Q3
117,2016-08-20,7.491752797549266,12.99,4,29.967011190197063,50.1414,20.174388809802934,Store,European Spring Promotion,Contoso 512MB MP3 Player E51 Blue,"Contoso, Ltd",MP4&MP3,Audio,Europe,Moscow,Russia,20.174388809802934,0.5976500694076564,0.4023499305923436,5.043597202450734,2016,2016-08,2016Q3
7018,2016-07-08,10.122337684822902,159.99,9,91.10103916340611,1395.1128,1304.011760836594,Store,European Spring Promotion,Contoso DVD 9-Inch Player Portable M300 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Europe,Moscow,Russia,1304.011760836594,0.0653001242361235,0.9346998757638765,144.89019564851046,2016,2016-07,2016Q3
140,2018-08-11,0.5761532632676208,25.69,18,10.370758738817175,462.42,452.04924126118283,Store,North America Spring Promotion,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Bluetooth Headphones,Audio,North America,Bellevue,United States,452.04924126118283,0.02242714142731105,0.9775728585726889,25.11384673673238,2018,2018-08,2018Q3
491,2017-07-15,108.50877679753599,304.0,9,976.5789911778239,2614.4,1637.8210088221763,Online,Asian Spring Promotion,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China,1637.8210088221763,0.3735384758177111,0.626461524182289,181.9801120913529,2017,2017-07,2017Q3
58,2018-10-02,77.98502882615189,299.0,24,1871.6406918276452,7056.4,5184.759308172354,Online,Asian Summer Promotion,SV Car Video TFT7 M7000 Silver,Southridge Video,Car Video,TV and Video,Asia,Beijing,China,5184.759308172354,0.26524016379848725,0.7347598362015128,216.03163784051478,2018,2018-10,2018Q4
7085,2019-02-22,154.98725395724688,699.0,10,1549.8725395724687,6990.0,5440.127460427531,Online,No Discount,Adventure Works Laptop15 M1501 Red,Adventure Works,Laptops,Computers,Asia,Beijing,China,5440.127460427531,0.22172711581866505,0.778272884181335,544.0127460427532,2019,2019-02,2019Q1
929,2017-03-13,96.45484970315691,178.0,5,482.27424851578456,890.0,407.72575148421544,Online,No Discount,Fabrikam Social Videographer 1/2'' 3mm E300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Beijing,China,407.72575148421544,0.5418811781076232,0.4581188218923769,81.54515029684309,2017,2017-03,2017Q1
1527,2017-06-26,227.39709262757748,310.0,13,2956.1622041585074,3890.5,934.3377958414926,Online,Asian Holiday Promotion,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China,934.3377958414926,0.7598412039991023,0.24015879600089773,71.87213814165328,2017,2017-06,2017Q2
7264,2018-01-16,158.65283934639623,299.0,30,4759.585180391887,8970.0,4210.414819608113,Online,No Discount,The Phone Company PDA Phone 3.5 inches M320 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China,4210.414819608113,0.5306115028307566,0.4693884971692434,140.34716065360377,2018,2018-01,2018Q1
1471,2016-08-21,346.6271250986979,763.51,18,6239.288251776562,13590.478,7351.189748223437,Online,Asian Spring Promotion,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Televisions,TV and Video,Asia,Beijing,China,7351.189748223437,0.4590926273363279,0.5409073726636722,408.3994304568576,2016,2016-08,2016Q3
